tender,firm rut,buyer,select,offer send,value offer,offer open,offer close,dt_signature
2048-3-LE21,10562685-1,61975800-5,1,2021-03-17,1263.328936,2021-03-04,2021-03-30,2021-04-26
1681-3-L121,10562685-1,61606917-9,0,2021-04-12,6836.82462,2021-03-29,2021-04-24,2021-05-13
2101-38-L121,10562685-1,61602213-K,1,2021-04-29,3008.30464,2021-04-16,2021-05-12,2021-05-28
1057496-34-LE21,10562685-1,61608105-5,0,2021-06-07,1256.4401166,2021-05-24,2021-06-19,2021-07-10
1057540-71-LE21,10562685-1,61602198-2,1,2021-07-29,1539.08092746,2021-07-16,2021-08-11,2021-08-31
1057544-261-LE21,10562685-1,61607202-1,0,2021-10-12,6295.543167,2021-09-29,2021-10-25,2021-11-19
2067-40-L121,10562685-1,61602244-K,1,2021-10-18,2625.14816,2021-10-05,2021-10-31,2021-11-14
2098-80-L118,10562816-1,61602211-3,0,2018-06-13,7091.728568,2018-05-30,2018-06-25,2018-07-15
2073-61-L118,10571001-1,61607200-5,0,2018-09-28,4768.72959,2018-09-18,2018-10-14,2018-10-30
2200-28-L118,10574964-3,61606700-1,0,2018-04-10,1209.7771909,2018-03-24,2018-04-19,2018-05-09
1398-153-L118,10574964-3,61606800-8,0,2018-12-17,1208.5045632,2018-12-04,2018-12-30,2019-01-20
2084-33-L119,10574964-3,61607900-K,0,2019-04-12,2923.856277,2019-04-02,2019-04-28,2019-05-14
5597-5-LE19,10576701-3,61606913-6,1,2019-04-30,1242.309021898,2019-04-17,2019-05-13,2019-05-31
2196-14-LE18,10581708-8,61608106-3,0,2018-03-26,15269.21199,2018-03-13,2018-04-08,2018-04-23
2101-38-L121,10587595-9,61602213-K,0,2021-04-28,3692.069832,2021-04-16,2021-05-12,2021-05-28
1396-8-LE18,10592331-7,61607004-5,0,2018-02-26,13414.35126,2018-02-13,2018-03-11,2018-03-31
635-32-L118,10609122-6,61606000-7,1,2018-02-27,,2018-02-14,2018-03-12,2018-03-29
635-39-L119,10609122-6,61606000-7,1,2019-02-27,2647.49885,2019-02-14,2019-03-12,2019-04-03
635-50-L119,10609122-6,61606000-7,1,2019-03-18,4321.313990718,2019-03-05,2019-03-31,2019-04-18
635-8-L120,10609122-6,61606000-7,1,2020-01-28,2094.628035948,2020-01-15,2020-02-10,2020-02-29
874750-27-LE18,10616639-0,61607903-4,0,2018-05-04,7109.418,2018-05-01,2018-05-27,2018-06-16
953261-35-L118,10616639-0,61980670-0,0,2018-06-08,1671.5898,2018-05-30,2018-06-25,2018-07-14
1553-691-L118,10616639-0,61607502-0,0,2018-06-11,4336.07217,2018-05-27,2018-06-22,2018-07-15
4343-8-L119,10616639-0,61606912-8,0,2019-04-15,3372.6133,2019-04-02,2019-04-28,2019-05-15
1395-19-LE18,10617844-5,61606400-2,0,2018-03-06,7566.8772,2018-02-21,2018-03-19,2018-04-11
1395-56-L118,10617844-5,61606400-2,0,2018-05-28,2774.141184,2018-05-17,2018-06-12,2018-07-02
937232-4-L120,10621591-K,61980620-4,0,2020-01-27,3728.4459,2020-01-14,2020-02-09,2020-03-02
5184-34-LE19,10628546-2,61606917-9,0,2019-02-21,8914.37655534,2019-02-12,2019-03-10,2019-03-29
4701-8-LQ18,10631831-K,61607001-0,1,2018-04-02,197718.222788,2018-03-20,2018-04-15,2018-05-05
4701-12-LE18,10631831-K,61607001-0,1,2018-04-23,12895.1599545,2018-04-10,2018-05-06,2018-05-29
2099-12-L119,10637002-8,61601000-K,1,2019-03-13,3956.320916272,2019-02-28,2019-03-26,2019-04-20
1057402-311-LP20,10637002-8,61607901-8,0,2021-01-25,90726.545902673,2021-01-11,2021-02-06,2021-02-23
1080089-50-LE21,10637002-8,61607900-K,1,2021-04-13,24872.825431862,2021-03-31,2021-04-26,2021-05-15
1080095-16-LE21,10637002-8,61607900-K,0,2021-08-20,26380.295533096,2021-08-07,2021-09-02,2021-09-17
3765-2-R119,10642735-6,61602281-4,1,2019-04-26,6444.239,2019-04-13,2019-05-09,2019-05-30
1057461-42-LE20,10653213-3,61606913-6,0,2020-09-07,9228.9342,2020-08-25,2020-09-20,2020-10-12
2207-30-L120,10654075-6,61602153-2,0,2020-02-10,1513.250189703,2020-01-24,2020-02-19,2020-03-08
2125-85-LE20,10667019-6,61606407-K,1,2020-10-09,,2020-09-26,2020-10-22,2020-11-07
2188-14-L118,10672968-9,61602134-6,1,2018-02-12,3378.1422,2018-01-30,2018-02-25,2018-03-12
2188-51-L118,10672968-9,61602134-6,1,2018-05-14,3521.89338348,2018-05-01,2018-05-27,2018-06-18
1625-63-LE18,10677015-8,61602198-2,0,2018-08-20,18771.1708977,2018-08-05,2018-08-31,2018-09-25
956-68-L118,10681743-K,61606500-9,0,2018-07-31,1261.31144,2018-07-18,2018-08-13,2018-08-29
769-75-L118,10682538-6,61606200-K,1,2018-10-02,1237.474597921,2018-09-19,2018-10-15,2018-10-29
2188-117-L118,10692705-7,61602134-6,0,2018-10-25,1522.084536,2018-10-16,2018-11-11,2018-12-06
1495-30-L118,10701454-3,61608400-3,0,2018-06-20,3212.5880698,2018-06-09,2018-07-05,2018-07-25
690263-14-L118,10715367-5,61954500-1,1,2018-05-02,3364.6911,2018-04-19,2018-05-15,2018-06-06
2060-95-LP18,10715367-5,61602222-9,0,2018-06-18,1215.5624634,2018-06-03,2018-06-29,2018-07-15
1382-25-LE20,10715367-5,70744700-1,1,2020-10-09,1211.1196968,2020-09-26,2020-10-22,2020-11-13
690263-6-LQ21,10715367-5,61954500-1,1,2021-08-03,207969.362848917,2021-07-21,2021-08-16,2021-09-06
1523-83-LP21,10715367-5,61602236-9,1,2021-08-09,1213.090981024,2021-07-27,2021-08-22,2021-09-11
757-60-L119,10715822-7,61601000-K,0,2019-07-02,5807.10327,2019-06-19,2019-07-15,2019-08-04
1175-14-LE20,10723513-2,61607400-8,0,2020-03-16,7470.539025485,2020-03-04,2020-03-30,2020-04-19
2171-4-L118,10747852-3,61606611-0,0,2018-01-21,4568.958,2018-01-09,2018-02-04,2018-03-01
1663-36-LE18,10747852-3,61602276-8,0,2018-03-22,5210.30542,2018-03-08,2018-04-03,2018-04-24
1381-19-L118,10747852-3,61602245-8,0,2018-06-12,2221.7779,2018-05-30,2018-06-25,2018-07-13
1556-39-LE18,10747852-3,61606305-7,0,2018-11-12,2308.089,2018-10-28,2018-11-23,2018-12-16
2026-90-LP20,10754756-8,61606600-5,0,2020-08-26,108848.253895,2020-08-11,2020-09-06,2020-09-24
1685-22-L118,10760809-5,61601000-K,0,2018-06-20,4894.1201,2018-06-09,2018-07-05,2018-07-25
1454-21-L118,10764429-6,61931800-5,0,2018-05-01,7694.0733,2018-04-19,2018-05-15,2018-06-01
1682-16-LE18,10781988-6,61602123-0,1,2018-07-09,55212.75176,2018-06-26,2018-07-22,2018-08-12
1642-23-LE19,10781988-6,61602125-7,1,2019-10-15,1244.3808,2019-10-02,2019-10-28,2019-11-15
1057480-15-LE20,10781988-6,61602123-0,1,2020-09-13,33330.7518,2020-08-31,2020-09-26,2020-10-13
1553-280-L118,10784169-5,61607502-0,1,2018-02-19,4155.346899804,2018-02-06,2018-03-04,2018-03-26
1077523-3-LP19,10784169-5,61607700-7,0,2019-07-17,66672.941143281,2019-07-04,2019-07-30,2019-08-20
1952-77-LE19,10789736-4,61602248-2,0,2019-06-28,6052.62288,2019-06-15,2019-07-11,2019-07-28
2102-13-LE20,10789736-4,61602212-1,0,2020-05-24,0,2020-05-12,2020-06-07,2020-06-25
2207-428-L119,10790556-1,61602153-2,1,2019-11-15,1779.501,2019-11-02,2019-11-28,2019-12-18
2153-70-L119,10792539-2,61608503-4,0,2019-10-01,2603.5961357,2019-09-13,2019-10-09,2019-11-01
734-58-L119,10792736-0,61607800-3,1,2019-11-11,5176.8642459,2019-10-29,2019-11-24,2019-12-05
3949-7-L120,10792736-0,61974500-0,1,2020-03-25,3197.710525,2020-03-12,2020-04-07,2020-04-22
3950-40-L121,10792736-0,61974600-7,0,2021-07-20,4372.5374208,2021-07-06,2021-08-01,2021-08-19
3949-36-LE21,10792736-0,61974500-0,0,2021-07-22,9553.42908125,2021-07-09,2021-08-04,2021-08-24
5053-9-LE18,10797848-8,61606901-2,1,2018-01-31,2377.48385,2018-01-18,2018-02-13,2018-03-08
5053-12-LE19,10797848-8,61606901-2,0,2019-02-01,2289.265375,2019-01-22,2019-02-17,2019-03-06
5053-63-LE20,10797848-8,61606901-2,1,2020-08-28,6528.420023906,2020-08-15,2020-09-10,2020-09-30
2116-12-LE18,10801133-5,61602224-5,1,2018-04-06,1254.949851,2018-03-24,2018-04-19,2018-05-14
4346-19-LE19,10806287-8,61606912-8,0,2019-12-03,5528.6722717212,2019-11-21,2019-12-17,2020-01-04
1620-89-L119,10815453-5,61602146-K,1,2019-11-15,1921.1568,2019-11-02,2019-11-28,2019-12-16
1620-110-L119,10815453-5,61602146-K,1,2019-12-09,1589.4129,2019-11-26,2019-12-22,2020-01-16
418-18-LE20,10815681-3,61602279-2,0,2020-04-13,39365.216,2020-04-11,2020-05-07,2020-06-01
418-18-R120,10815681-3,61602279-2,1,2020-04-13,39365.216,2020-03-31,2020-04-26,2020-05-16
1663-11-LP18,10822366-9,61602276-8,0,2018-02-06,69064.6863,2018-01-24,2018-02-19,2018-03-15
1663-97-LP20,10822366-9,61602276-8,1,2021-01-04,108994.2888,2020-12-22,2021-01-17,2021-02-02
2132-4-LE19,10829442-6,61601000-K,1,2019-01-24,5911.5343,2019-01-11,2019-02-06,2019-02-25
2132-22-LE19,10829442-6,61601000-K,1,2019-07-22,4115.198,2019-07-09,2019-08-04,2019-08-22
1057461-49-LP20,10829442-6,61606913-6,0,2020-10-26,7789.2996,2020-10-12,2020-11-07,2020-12-03
2132-2-LE21,10829442-6,61601000-K,0,2021-02-15,6057.28191,2021-02-02,2021-02-28,2021-03-21
4847-86-L118,10830203-8,61606700-1,0,2018-08-13,1839.99894,2018-07-30,2018-08-25,2018-09-16
1380-122-L119,10830552-5,61602232-6,0,2019-06-06,3077.5029,2019-05-28,2019-06-23,2019-07-11
924-26-L118,10831211-4,61601000-K,0,2018-06-20,2875.715756,2018-06-06,2018-07-02,2018-07-17
757-64-L118,10831211-4,61601000-K,0,2018-07-18,6639.857514,2018-07-05,2018-07-31,2018-08-18
2122-60-L118,10831211-4,61601000-K,0,2018-08-22,3270.853713,2018-08-10,2018-09-05,2018-09-26
924-64-L118,10831211-4,61601000-K,0,2018-09-11,2474.30081397,2018-08-28,2018-09-23,2018-10-18
2099-47-L118,10831211-4,61601000-K,0,2018-09-14,4724.6712,2018-09-07,2018-10-03,2018-10-25
5602-15-L119,10831211-4,61601000-K,1,2019-02-20,1590.062848,2019-02-07,2019-03-05,2019-03-20
924-22-L119,10831211-4,61601000-K,0,2019-04-01,3883.926784,2019-03-19,2019-04-14,2019-05-05
1746-27-LE19,10831211-4,61601000-K,0,2019-04-08,8059.58966,2019-03-22,2019-04-17,2019-05-14
924-36-L119,10831211-4,61601000-K,0,2019-05-15,3161.6947425,2019-05-03,2019-05-29,2019-06-15
2099-35-L119,10831211-4,61601000-K,0,2019-08-09,1886.55958,2019-07-27,2019-08-22,2019-09-13
2142-51-LE18,10834772-4,61607002-9,0,2018-08-06,8801.085774,2018-07-24,2018-08-19,2018-09-07
1057510-11-LE19,10834772-4,61607002-9,1,2019-03-27,11055.466019014,2019-03-14,2019-04-09,2019-04-29
1057510-13-LE19,10834772-4,61607002-9,1,2019-04-01,7864.88515,2019-03-19,2019-04-14,2019-05-08
1057510-27-LE19,10834772-4,61607002-9,1,2019-07-01,17221.81542045,2019-06-18,2019-07-14,2019-08-04
1057510-42-LE19,10834772-4,61607002-9,1,2019-09-16,8802.8139096,2019-09-03,2019-09-29,2019-10-18
1057510-54-LP19,10834772-4,61607002-9,1,2020-01-13,92825.206571127,2019-12-31,2020-01-26,2020-02-14
1057510-2-LE20,10834772-4,61607002-9,1,2020-01-27,16260.8876175,2020-01-14,2020-02-09,2020-03-04
1057510-27-LE20,10834772-4,61607002-9,1,2020-10-06,12373.04548488,2020-09-23,2020-10-19,2020-11-10
1057531-30-L119,10838229-5,61602262-8,0,2019-09-27,1814.1508208,2019-09-12,2019-10-08,2019-10-31
617807-6-LE18,10839586-9,61602036-6,0,2018-02-15,7231.7784,2018-02-02,2018-02-28,2018-03-23
1621-71-L118,10839586-9,61602151-6,1,2018-08-14,3333.3298,2018-08-01,2018-08-27,2018-09-14
2204-2-LE18,10840351-9,61607302-8,0,2018-01-19,0,2018-01-05,2018-01-31,2018-02-20
2116-7-LE18,10840351-9,61602224-5,0,2018-03-11,0,2018-02-24,2018-03-22,2018-04-11
1057419-21-LE20,10840351-9,61607304-4,1,2020-10-04,,2020-09-21,2020-10-17,2020-11-08
2164-22-LQ18,10842399-4,61608406-2,0,2018-03-26,185541.47724,2018-03-13,2018-04-08,2018-04-28
1057438-13-L119,10842399-4,61606401-0,0,2019-12-26,2965.28655828,2019-12-12,2020-01-07,2020-01-22
2126-91-LQ19,10842399-4,61606403-7,0,2020-01-27,276242.3488605,2020-01-14,2020-02-09,2020-02-26
2207-111-L119,10857824-6,61602153-2,0,2019-03-14,1334.79543,2019-03-01,2019-03-27,2019-04-21
2207-112-L119,10857824-6,61602153-2,0,2019-03-14,1253.918172,2019-03-01,2019-03-27,2019-04-15
1062448-12-LE19,10857824-6,61931800-5,0,2019-04-01,0,2019-03-19,2019-04-14,2019-05-02
1620-55-L118,10864181-9,61602146-K,1,2018-06-18,4103.48408064,2018-06-05,2018-07-01,2018-07-23
2113-33-LE18,10864993-3,61607306-0,0,2018-10-16,7550.50238256,2018-10-03,2018-10-29,2018-11-21
1057496-15-LP21,10864993-3,61608105-5,0,2021-03-11,20758.266298279,2021-02-26,2021-03-24,2021-04-11
912638-25-LE18,10873272-5,61607301-K,1,2018-03-15,21927.644708,2018-03-02,2018-03-28,2018-04-15
1057422-1-LE19,10873272-5,61607307-9,1,2019-03-07,6959.573545222,2019-02-22,2019-03-20,2019-04-09
4375-72-LE19,10873272-5,61602189-3,1,2019-05-02,7199.409416,2019-04-19,2019-05-15,2019-06-06
1057417-265-LQ19,10873272-5,61607301-K,1,2020-01-22,35951.620507056,2020-01-09,2020-02-04,2020-02-19
1057414-6-LE20,10873272-5,61607300-1,0,2020-03-19,0,2020-03-10,2020-04-05,2020-04-28
1057417-143-LQ21,10873272-5,61607301-K,1,2021-08-25,44757.314667207,2021-08-12,2021-09-07,2021-09-28
1382-40-LQ18,10874696-3,70744700-1,0,2018-12-13,337675.788,2018-11-29,2018-12-25,2019-01-12
1382-33-LQ19,10874696-3,70744700-1,1,2019-07-18,151246.950823627,2019-07-05,2019-07-31,2019-08-16
362-9-L119,10875613-6,61606915-2,1,2019-02-27,,2019-02-14,2019-03-12,2019-03-28
2078-131-R119,10875811-2,61601000-K,1,2018-12-20,26660.55074304,2018-12-07,2019-01-02,2019-01-24
608-308-LE18,10889080-0,61606602-1,0,2018-12-10,11385.771442,2018-11-26,2018-12-22,2019-01-10
1514-53-LE18,10896255-0,61602275-K,0,2018-06-11,36055.18479,2018-05-29,2018-06-24,2018-07-09
1514-13-LE19,10896255-0,61602275-K,1,2019-02-18,9339.538964928,2019-02-05,2019-03-03,2019-03-22
1514-3-LE20,10896255-0,61602275-K,1,2020-01-24,7384.7117475,2020-01-11,2020-02-06,2020-02-27
2258-195-LQ19,10904164-5,61606201-8,0,2019-08-18,9158.48656,2019-08-05,2019-08-31,2019-09-22
2258-106-LQ20,10904164-5,61606201-8,0,2020-06-15,9159.304653,2020-05-31,2020-06-26,2020-07-12
1950-135-LE18,10905034-2,61602238-5,0,2018-12-17,27593.472,2018-12-04,2018-12-30,2019-01-19
483-6-LE20,10906194-8,61607103-3,0,2020-03-13,3585.326,2020-03-05,2020-03-31,2020-04-21
2066-18-L118,10918194-3,61602240-7,0,2018-09-04,3991.512328931,2018-08-22,2018-09-17,2018-10-06
1488-9-LP18,10919044-6,61602232-6,1,2018-02-26,101729.64,2018-02-13,2018-03-11,2018-04-03
1488-23-LQ20,10919044-6,61602232-6,1,2020-03-16,109486.54900896,2020-03-03,2020-03-29,2020-04-22
1383-6-L121,10919044-6,61602242-3,1,2021-04-16,1765.0952,2021-04-03,2021-04-29,2021-05-15
2207-121-L118,10919178-7,61602153-2,0,2018-04-19,3250.1289864,2018-04-05,2018-05-01,2018-05-21
1950-29-LE18,10925853-9,61602238-5,1,2018-02-22,0,2018-02-09,2018-03-07,2018-03-25
1950-107-LE18,10925853-9,61602238-5,1,2018-08-27,0,2018-08-14,2018-09-09,2018-09-27
1950-71-LE19,10925853-9,61602238-5,1,2019-08-12,0,2019-07-30,2019-08-25,2019-09-13
1950-7-LE20,10925853-9,61602238-5,1,2020-02-20,0,2020-02-07,2020-03-04,2020-03-28
734-11-LE20,10930693-2,61607800-3,0,2020-05-25,10933.447167,2020-05-10,2020-06-05,2020-06-28
1959-111-LE18,10931424-2,61959800-8,1,2018-09-27,15592.4074,2018-09-14,2018-10-10,2018-10-30
2270-22-LE19,10942837-K,61601000-K,0,2019-06-19,9143.2815,2019-06-02,2019-06-28,2019-07-17
1746-19-L120,10943370-5,61601000-K,1,2020-06-30,2182.71654,2020-06-17,2020-07-13,2020-07-28
1057548-7-L119,10946215-2,61607503-9,0,2019-04-04,4101.8460625,2019-03-21,2019-04-16,2019-05-07
1395-19-LE18,10957320-5,61606400-2,0,2018-03-07,10080.1182,2018-02-21,2018-03-19,2018-04-11
2105-62-L118,10960531-K,61606402-9,0,2018-04-18,2848.49553,2018-04-05,2018-05-01,2018-05-18
2060-115-L118,10960531-K,61602222-9,1,2018-06-24,2740.52668,2018-06-11,2018-07-07,2018-07-25
1660-180-L118,10960531-K,61606408-8,1,2018-08-05,1966.393,2018-07-23,2018-08-18,2018-09-08
2125-41-L119,10960531-K,61606407-K,1,2019-03-19,2847.4997,2019-03-06,2019-04-01,2019-04-18
1057546-2-L119,10960531-K,61607500-4,0,2019-09-09,6103.997,2019-08-27,2019-09-22,2019-10-13
757-98-L119,10960531-K,61601000-K,0,2019-09-09,7463.55,2019-08-27,2019-09-22,2019-10-09
1660-181-L119,10960531-K,61606408-8,0,2019-10-04,2104.735,2019-09-21,2019-10-17,2019-11-04
652-17-L118,10965287-3,61954500-1,0,2018-03-06,2875.494,2018-02-17,2018-03-15,2018-04-01
1532-37-L119,10967316-1,61933400-0,0,2019-09-02,2024.20076437,2019-08-21,2019-09-16,2019-10-05
2207-138-L118,10973129-3,61602153-2,0,2018-04-30,2846.830383,2018-04-15,2018-05-11,2018-06-02
5602-32-LE20,10980791-5,61601000-K,1,2020-03-18,2273.3967,2020-03-05,2020-03-31,2020-04-18
956-41-L118,10982878-5,61606500-9,0,2018-05-18,3713.00715588,2018-05-05,2018-05-31,2018-06-16
1057508-32-L119,10986196-0,61607000-2,0,2019-04-23,1889.24284,2019-04-16,2019-05-12,2019-06-01
1620-96-L118,10989509-1,61602146-K,1,2018-09-20,1559.810185,2018-09-07,2018-10-03,2018-10-28
1620-140-L118,10989509-1,61602146-K,1,2018-12-17,2062.186752,2018-12-04,2018-12-30,2019-01-16
1620-38-L119,10989509-1,61602146-K,0,2019-05-27,1478.900247,2019-05-13,2019-06-08,2019-06-27
2207-232-L119,10989509-1,61602153-2,0,2019-06-17,1503.28893,2019-06-02,2019-06-28,2019-07-16
1620-48-L119,10989509-1,61602146-K,0,2019-06-23,1836.906753,2019-06-11,2019-07-07,2019-07-20
2103-15-LE20,10992223-4,61607402-4,0,2020-05-25,0,2020-05-11,2020-06-06,2020-06-28
2270-11-LE18,10996566-9,61601000-K,0,2018-02-27,42584.7018,2018-02-14,2018-03-12,2018-04-02
1671-2-LE18,10996566-9,61601000-K,0,2018-02-27,10917.8652,2018-02-14,2018-03-12,2018-04-01
650485-5-LE19,10996813-7,61607104-1,0,2019-06-14,69078.951,2019-06-01,2019-06-27,2019-07-20
650485-6-R119,10996813-7,61607104-1,1,2019-06-14,32973.126,2019-06-01,2019-06-27,2019-07-15
4346-1-LE19,11053446-9,61606912-8,0,2019-03-01,25647.93560307,2019-02-16,2019-03-14,2019-04-04
1511-29-L118,11060704-0,61606911-K,1,2018-05-14,7396.9032,2018-05-01,2018-05-27,2018-06-17
1511-20-LE19,11060704-0,61606911-K,1,2019-03-13,10336.1347,2019-02-28,2019-03-26,2019-04-18
1057461-14-LE21,11111675-K,61606913-6,1,2021-03-08,33232.93005344,2021-02-23,2021-03-21,2021-04-09
1057388-3-LE20,11153128-5,61602224-5,0,2020-03-23,0,2020-03-06,2020-04-01,2020-04-26
1057388-4-LE20,11153128-5,61602224-5,0,2020-03-23,0,2020-03-06,2020-04-01,2020-04-24
1660-46-L120,11163722-9,61606408-8,0,2020-03-05,2389.6813425,2020-02-27,2020-03-24,2020-04-17
1509-35-L120,11163722-9,61608006-7,0,2020-04-05,2206.7268383,2020-03-22,2020-04-17,2020-05-06
1057492-50-LP21,11163722-9,61959800-8,0,2021-06-13,130085.6394,2021-06-01,2021-06-27,2021-07-17
2205-3-LE20,11172683-3,61602143-5,0,2020-01-17,1221.292176,2020-01-04,2020-01-30,2020-02-20
2026-18-LQ19,11180713-2,61606600-5,0,2019-02-22,201066.23303812,2019-02-08,2019-03-06,2019-03-26
2026-102-L119,11180713-2,61606600-5,1,2019-06-12,6931.42897743,2019-05-30,2019-06-25,2019-07-15
2026-69-LP20,11180713-2,61606600-5,0,2020-06-17,32320.876325898,2020-06-04,2020-06-30,2020-07-21
2026-77-LE20,11180713-2,61606600-5,1,2020-06-22,15437.9248037,2020-06-09,2020-07-05,2020-07-29
1705-25-L120,11180713-2,61606603-K,1,2020-07-31,6290.61712,2020-07-18,2020-08-13,2020-09-01
1541-23-LE19,11192549-6,61608107-1,1,2019-08-19,8945.512976,2019-08-06,2019-09-01,2019-09-19
1057385-9-LE20,11192549-6,61606204-2,1,2020-06-04,2593.284736497,2020-05-22,2020-06-17,2020-07-08
1057490-6-LE20,11192549-6,61608407-0,1,2020-08-12,12032.689,2020-07-30,2020-08-25,2020-09-18
1057498-8-LE21,11192549-6,61608107-1,0,2021-03-30,20820.8875962,2021-03-17,2021-04-12,2021-04-29
2067-32-L118,11198308-9,61602244-K,1,2018-11-07,1955.347335,2018-10-25,2018-11-20,2018-12-07
1553-1464-L118,11198308-9,61607502-0,1,2018-11-19,3872.067866875,2018-11-06,2018-12-02,2018-12-26
2192-18-L118,11198308-9,61607508-K,1,2018-11-26,1775.55069,2018-11-13,2018-12-09,2018-12-28
1523-7-LE19,11198308-9,61602236-9,1,2019-02-07,9019.07918,2019-01-25,2019-02-20,2019-03-11
1553-382-L119,11198308-9,61607502-0,0,2019-03-30,3217.438269,2019-03-15,2019-04-10,2019-04-24
1057534-32-L119,11198308-9,61607602-7,0,2019-08-28,1333.10849,2019-08-14,2019-09-09,2019-09-27
1952-124-L119,11198308-9,61602248-2,0,2019-11-17,3179.17749198,2019-11-05,2019-12-01,2019-12-22
1057547-93-LE21,11198308-9,61607502-0,0,2021-04-19,2787.5643275,2021-04-07,2021-05-03,2021-05-25
635-121-L118,11198496-4,61606000-7,0,2018-06-13,2085.80898108,2018-05-31,2018-06-26,2018-07-19
4464-22-LE19,11211602-8,61606903-9,1,2019-03-29,7492.971079087,2019-03-16,2019-04-11,2019-05-04
5139-3-L119,11211602-8,61606917-9,0,2019-07-01,5447.744882241,2019-06-18,2019-07-14,2019-08-05
1511-45-LE19,11211602-8,61606911-K,0,2019-07-11,53733.975375,2019-06-27,2019-07-23,2019-08-09
1464-53-LE19,11211602-8,61606918-7,1,2019-07-09,14198.097,2019-06-26,2019-07-22,2019-08-15
1057532-31-L119,11214828-0,61607600-0,1,2019-06-17,2644.233,2019-06-04,2019-06-30,2019-07-17
2138-2-LE20,11217407-9,61978730-7,0,2020-01-20,6956.95193166,2020-01-07,2020-02-02,2020-02-23
898-7-LE21,11224601-0,61602126-5,0,2021-02-15,52844.944736159,2021-01-30,2021-02-25,2021-03-20
1398-63-LP18,11229187-3,61606800-8,0,2018-06-28,101019.841,2018-06-15,2018-07-11,2018-08-03
2126-51-LE18,11230469-K,61606403-7,1,2018-04-22,1206.4940733,2018-04-09,2018-05-05,2018-05-23
5128-1-LE19,11235131-0,61607001-0,0,2019-01-28,1215.508185,2019-01-15,2019-02-10,2019-03-03
4906-25-L119,11250880-5,61980740-5,1,2019-07-29,1202.82774206,2019-07-16,2019-08-11,2019-08-30
4906-29-L119,11250880-5,61980740-5,1,2019-08-27,1536.27408,2019-08-14,2019-09-09,2019-09-26
956-41-L118,11263744-3,61606500-9,0,2018-05-18,3329.78619,2018-05-05,2018-05-31,2018-06-16
1509-76-L118,11263744-3,61608006-7,1,2018-08-19,1963.91492524,2018-08-06,2018-09-01,2018-09-18
2102-124-L118,11263744-3,61602212-1,1,2018-09-30,1699.32842,2018-09-17,2018-10-13,2018-11-04
5488-13-L118,11263744-3,61602121-4,1,2018-09-27,1346.8613,2018-09-14,2018-10-10,2018-10-31
1975-2-L119,11263744-3,61607006-1,0,2019-02-11,1619.012825,2019-01-25,2019-02-20,2019-03-12
2060-105-L118,11300894-6,61602222-9,1,2018-06-18,1248.394545276,2018-06-05,2018-07-01,2018-07-21
1661-1-LE20,11305873-0,61602268-7,0,2020-04-16,14033.05388,2020-04-03,2020-04-29,2020-05-23
1057531-29-L120,11308737-4,61602262-8,1,2020-10-28,,2020-10-15,2020-11-10,2020-11-30
1057531-5-L121,11308737-4,61602262-8,1,2021-03-30,,2021-03-17,2021-04-12,2021-05-06
1626-24-L120,11314597-8,61602150-8,0,2020-04-16,2972.55958015,2020-04-07,2020-05-03,2020-05-20
1626-25-L120,11314597-8,61602150-8,0,2020-04-16,2972.55958015,2020-04-06,2020-05-02,2020-05-24
3949-27-LE19,11317069-7,61974500-0,0,2019-09-03,15911.991,2019-09-10,2019-10-06,2019-10-23
1692-15-LE21,11317069-7,61602292-K,1,2021-08-08,2663.584661,2021-07-26,2021-08-21,2021-09-10
2045-38-L118,11320790-6,61606910-1,1,2018-11-11,1760.79298,2018-10-29,2018-11-24,2018-12-16
1978-77-L119,11320790-6,61606900-4,1,2019-12-15,2186.51268,2019-12-02,2019-12-28,2020-01-17
1978-83-L119,11320790-6,61606900-4,1,2020-01-13,5704.20921,2019-12-31,2020-01-26,2020-02-14
1462-8-L120,11320790-6,61606906-3,1,2020-03-13,2273.3967,2020-02-29,2020-03-26,2020-04-16
5053-75-LE20,11320790-6,61606901-2,1,2020-09-26,12065.44363968,2020-09-13,2020-10-09,2020-11-02
2089-13-L118,11322220-4,61607305-2,0,2018-08-08,3531.42471,2018-07-26,2018-08-21,2018-09-10
1057402-56-LE20,11323330-3,61607901-8,0,2020-04-02,26245.923,2020-03-19,2020-04-14,2020-05-03
