id_firm_rut,cat_year,amt_revenue_value,n_employees
10829442-6,2019,17045306.97,57
10829442-6,2020,12527821.34,165
10829442-6,2021,19340795.83,137
10829442-6,2022,8486415.49,200
10830203-8,2018,9888336.44,71
10830203-8,2019,18416230.9,10
10830203-8,2020,14365764.66,57
10830203-8,2021,12134266.82,167
10830203-8,2022,14869417.5,138
10830552-5,2018,16557789.47,13
10830552-5,2019,7707512.46,90
10830552-5,2020,14453933.68,145
10830552-5,2021,18297833.59,162
10830552-5,2022,16328358.51,119
10831211-4,2018,7408665.33,118
10831211-4,2019,15659787.75,178
10831211-4,2020,10655013.43,38
10831211-4,2021,14314562.28,1
10831211-4,2022,21269600.44,158
10834772-4,2018,22407263.9,81
10834772-4,2019,14283357.31,163
10834772-4,2020,14634378.4,120
10834772-4,2021,9955126.66,165
10834772-4,2022,17716973.65,55
10838229-5,2018,21709487.35,81
10838229-5,2019,13969853.41,195
10838229-5,2020,7659137.9,119
10838229-5,2021,13867882.29,143
10838229-5,2022,10592090.91,55
10839586-9,2018,10469717.65,74
10839586-9,2019,11872830.78,133
10839586-9,2020,8409734.56,164
10839586-9,2021,12701845.82,34
10839586-9,2022,13017083.36,44
10840351-9,2018,15390306.55,178
10840351-9,2019,17158967.36,138
10840351-9,2020,5854744.5,189
10840351-9,2021,14789614.87,89
10840351-9,2022,19280871.55,53
10842399-4,2018,11865239.32,1
10842399-4,2019,23181464.09,15
10842399-4,2020,18217397.24,74
10842399-4,2021,17752927.26,64
10842399-4,2022,14749496.82,56
10857824-6,2018,14414842.52,78
10857824-6,2019,18842774.54,41
10857824-6,2020,12685854.21,72
10857824-6,2021,10980158.04,104
10857824-6,2022,22947536.56,63
10864181-9,2018,10554212.92,107
10864181-9,2019,23030155.87,82
10864181-9,2020,18316426.4,177
10864181-9,2021,11706143.8,20
10864181-9,2022,11842375.26,96
10864993-3,2018,13854810.72,40
10864993-3,2019,14664966.09,48
10864993-3,2020,7523068.92,4
10864993-3,2021,17472799.91,154
10864993-3,2022,13832491.99,164
10873272-5,2018,14734505.16,123
10873272-5,2019,21451169.29,131
10873272-5,2020,14829550.91,33
10873272-5,2021,19959588.55,189
10873272-5,2022,9844864.73,105
10874696-3,2018,19900788.48,91
10874696-3,2019,13328577.83,108
10874696-3,2020,9246211.09,71
10874696-3,2021,12599902.14,108
10874696-3,2022,8900020.53,152
10875613-6,2018,21415270.08,150
10875613-6,2019,16692102.54,31
10875613-6,2020,13636208.41,164
10875613-6,2021,12819056.37,113
10875613-6,2022,16659403.25,82
10875811-2,2018,12460707.24,115
10875811-2,2019,18324133.5,47
10875811-2,2020,8558458.65,139
10875811-2,2021,17181765.57,113
10875811-2,2022,11994611.69,177
10889080-0,2018,10597456.35,112
10889080-0,2019,12366373.66,154
10889080-0,2020,19864549.48,104
10889080-0,2021,10404912.61,158
10889080-0,2022,16551576.29,25
10896255-0,2018,16814731.67,170
10896255-0,2019,19063588.85,27
10896255-0,2020,17982619.73,114
10896255-0,2021,17526868.31,42
10896255-0,2022,14874165.23,136
10904164-5,2018,15265696.89,152
10904164-5,2019,12975888.97,9
10904164-5,2020,15787080.16,120
10904164-5,2021,13509415.31,33
10904164-5,2022,12358557.72,93
10905034-2,2018,17594678.28,165
10905034-2,2019,13344260.02,108
10905034-2,2020,18327808.03,156
10905034-2,2021,14578700.95,60
10905034-2,2022,17472413.2,185
10906194-8,2018,8848844.12,148
10906194-8,2019,13440027.44,68
10906194-8,2020,10781127.06,117
10906194-8,2021,14583308.78,18
10906194-8,2022,13313670.33,81
10918194-3,2018,19209767.57,67
10918194-3,2019,14345091.14,15
10918194-3,2020,9681190.82,89
10918194-3,2021,15519833.38,155
10918194-3,2022,13174932.89,187
10919044-6,2018,20474898.69,31
10919044-6,2019,15167047.47,146
10919044-6,2020,9813154.16,51
10919044-6,2021,8905110.74,26
10919044-6,2022,16775421.28,33
10919178-7,2018,13181123.65,99
10919178-7,2019,20354273.3,82
10919178-7,2020,11521176.85,137
10919178-7,2021,14531223.09,50
10919178-7,2022,19783578.48,22
10925853-9,2018,10972976.45,107
10925853-9,2019,13748533.06,117
10925853-9,2020,16146386.02,63
10925853-9,2021,19455816.97,5
10925853-9,2022,7937804.41,140
10930693-2,2018,17332696.86,153
10930693-2,2019,14539409.74,137
10930693-2,2020,18722850.11,184
10930693-2,2021,23329757.69,184
10930693-2,2022,6682018.43,88
10931424-2,2018,12832977.75,124
10931424-2,2019,15604395.95,55
10931424-2,2020,12676709.51,3
10931424-2,2021,13724158.4,168
10931424-2,2022,18322240.08,41
10942837-K,2018,9571963.75,12
10942837-K,2019,12808612.51,95
10942837-K,2020,14133338.27,164
10942837-K,2021,22589801.79,180
10942837-K,2022,18646483.77,159
10943370-5,2018,14129522.91,98
10943370-5,2019,9319881.27,195
10943370-5,2020,13359134.23,111
10943370-5,2021,13990798.82,135
10943370-5,2022,15970977.33,85
10946215-2,2018,18805026.19,178
10946215-2,2019,10844171.4,149
10946215-2,2020,5183026.03,32
10946215-2,2021,13492747.13,60
10946215-2,2022,6106067.57,76
10957320-5,2018,11198944.75,180
10957320-5,2019,17250143.9,45
10957320-5,2020,20921752.86,161
10957320-5,2021,20205184.92,61
10957320-5,2022,15464356.91,154
10960531-K,2018,24557491.49,104
10960531-K,2019,17346150.08,105
10960531-K,2020,10162289.98,50
10960531-K,2021,18042021.69,178
10960531-K,2022,5352090.03,143
10965287-3,2018,19036239.66,36
10965287-3,2019,13129488.83,178
10965287-3,2020,17573714.61,28
10965287-3,2021,20951616.9,173
10965287-3,2022,14262806.19,27
10967316-1,2018,11593102.75,62
10967316-1,2019,13213174.25,77
10967316-1,2020,15226850.28,40
10967316-1,2021,14856031.77,138
10967316-1,2022,12184739.2,41
10973129-3,2018,14309098.5,151
10973129-3,2019,15454440.63,9
10973129-3,2020,16647407.01,5
10973129-3,2021,17865557.24,53
10973129-3,2022,11014658.5,103
10980791-5,2018,16259156.21,95
10980791-5,2019,23571437.32,179
10980791-5,2020,17561531.42,111
10980791-5,2021,16323796.31,197
10980791-5,2022,16161931.33,7
10982878-5,2018,17086697.07,143
10982878-5,2019,16770093.63,140
10982878-5,2020,10369077.6,145
10982878-5,2021,17527439.57,45
10982878-5,2022,17220063.01,117
10986196-0,2018,13094494.35,195
10986196-0,2019,17913726.66,70
10986196-0,2020,19957488.38,73
10986196-0,2021,21191899.06,178
10986196-0,2022,13338237.54,152
10989509-1,2018,22248497.19,22
10989509-1,2019,13711907.83,122
10989509-1,2020,13419876.2,109
10989509-1,2021,12421935.93,6
10989509-1,2022,10871303.16,96
10992223-4,2018,20551335.82,36
10992223-4,2019,3543411.15,106
10992223-4,2020,11049470.72,56
10992223-4,2021,11774097.72,45
10992223-4,2022,8317681.63,92
10996566-9,2018,14382698.18,56
10996566-9,2019,16327488.7,86
10996566-9,2020,18564183.05,42
10996566-9,2021,11320774.58,22
10996566-9,2022,10430078.41,16
10996813-7,2018,13711682.49,177
10996813-7,2019,7546153.15,95
10996813-7,2020,15295979.16,93
10996813-7,2021,15918426.77,68
10996813-7,2022,13372074.51,122
11053446-9,2018,18158094.86,191
11053446-9,2019,17244384.63,193
11053446-9,2020,15596848.72,125
11053446-9,2021,16737143.52,180
11053446-9,2022,14480574.1,46
11060704-0,2018,15589773.71,104
11060704-0,2019,17632892.92,94
11060704-0,2020,14327052.33,106
11060704-0,2021,10280138.23,39
11060704-0,2022,11578610.62,192
11111675-K,2018,13747860.04,55
11111675-K,2019,14020444.53,170
11111675-K,2020,14918290.83,35
11111675-K,2021,20809310.74,104
11111675-K,2022,25812200.31,144
11153128-5,2018,25747527.96,169
11153128-5,2019,5745839.63,22
11153128-5,2020,18269812.83,102
11153128-5,2021,13700880.91,190
11153128-5,2022,22505998.1,88
11163722-9,2018,13306285.67,55
11163722-9,2019,18112756.23,186
11163722-9,2020,11053194.6,91
11163722-9,2021,19150506.53,97
11163722-9,2022,17146966.97,67
11172683-3,2018,17197185.71,24
11172683-3,2019,15168399.98,21
11172683-3,2020,15340246.46,187
11172683-3,2021,9349923.21,80
11172683-3,2022,15354966.08,180
11180713-2,2018,17186099.66,116
11180713-2,2019,20873197.81,166
11180713-2,2020,17903369.37,193
11180713-2,2021,16121549.5,106
11180713-2,2022,9936787.94,145
11192549-6,2018,12964951.66,25
11192549-6,2019,11641907.02,40
11192549-6,2020,13585559.62,8
11192549-6,2021,17476901.24,98
11192549-6,2022,17596371.34,92
11198308-9,2018,10759752.61,165
11198308-9,2019,18678527.47,107
11198308-9,2020,9260832.47,129
11198308-9,2021,11332767.85,70
11198308-9,2022,10627888.35,30
11198496-4,2018,14911577.84,181
11198496-4,2019,20675105.27,184
11198496-4,2020,13622218.36,159
11198496-4,2021,12888302.16,144
11198496-4,2022,19497515.93,196
11211602-8,2018,18308651.01,59
11211602-8,2019,14029601.79,92
11211602-8,2020,17279331.98,179
11211602-8,2021,10281337.57,105
11211602-8,2022,11653022.14,26
11214828-0,2018,19046512.59,72
11214828-0,2019,17400520.29,73
11214828-0,2020,16966031.71,195
11214828-0,2021,14140209.35,108
11214828-0,2022,12987372.43,101
11217407-9,2018,8975047.3,170
11217407-9,2019,14832808.74,27
11217407-9,2020,18670195.39,87
11217407-9,2021,19213654.05,84
11217407-9,2022,8039012.28,60
11224601-0,2018,15663364.25,52
11224601-0,2019,13895437.49,68
11224601-0,2020,18275957.87,42
11224601-0,2021,11767257.92,71
11224601-0,2022,15772266.45,69
11229187-3,2018,11452658.34,111
11229187-3,2019,13727014.36,164
11229187-3,2020,15319612.62,172
11229187-3,2021,19467524.91,92
11229187-3,2022,11517061.29,59
11230469-K,2018,12118136.02,4
11230469-K,2019,17606743.64,83
11230469-K,2020,17419110.36,196
11230469-K,2021,17368574.42,15
11230469-K,2022,13282936.95,56
11235131-0,2018,20209975.75,110
11235131-0,2019,13159988.32,35
11235131-0,2020,12601054.95,151
11235131-0,2021,19273807.11,181
11235131-0,2022,9701834.87,20
11250880-5,2018,18343837.12,19
11250880-5,2019,9261459.3,78
11250880-5,2020,21329786.01,168
11250880-5,2021,23095726.92,21
11250880-5,2022,12442410.11,186
11263744-3,2018,17482305,153
11263744-3,2019,15762992.3,69
11263744-3,2020,16596573.06,7
11263744-3,2021,13268538.42,63
11263744-3,2022,20192199.31,87
11300894-6,2018,15466698.98,51
11300894-6,2019,17034952.17,4
11300894-6,2020,19830877.34,57
11300894-6,2021,12321965.9,149
11300894-6,2022,14620295.2,89
11305873-0,2018,21739811.14,129
11305873-0,2019,14603351.25,20
11305873-0,2020,12755906.72,161
11305873-0,2021,13548364.07,101
11305873-0,2022,19991237.32,114
11308737-4,2018,19614777.7,35
11308737-4,2019,18581522.05,10
11308737-4,2020,16425474.82,151
11308737-4,2021,18792536.05,41
11308737-4,2022,17220022.86,15
11314597-8,2018,7248389.51,148
11314597-8,2019,14080870.29,196
11314597-8,2020,13621291.53,115
11314597-8,2021,14451375.49,14
11314597-8,2022,19833891.42,127
11317069-7,2018,14208771.07,179
11317069-7,2019,18518498.63,33
11317069-7,2020,12204400.21,79
11317069-7,2021,18293469.15,158
11317069-7,2022,13947783.43,167
11320790-6,2018,19803092.72,4
11320790-6,2019,19011395.9,52
11320790-6,2020,12774623.63,96
11320790-6,2021,12228018.05,179
11320790-6,2022,14303020.76,199
11322220-4,2018,12673670.66,21
11322220-4,2019,18193420.1,200
11322220-4,2020,15205386.6,147
11322220-4,2021,8903241.14,156
11322220-4,2022,8849501.66,196
11323330-3,2018,15450874.18,155
11323330-3,2019,13558057.26,132
11323330-3,2020,13834158.58,173
11323330-3,2021,16255608.16,195
11323330-3,2022,17878119.75,95
11336223-5,2018,12013017.42,187
11336223-5,2019,11523824.07,66
11336223-5,2020,12793932.77,141
11336223-5,2021,6631076.31,183
11336223-5,2022,10934307.48,49
11336492-0,2018,14428297.33,166
11336492-0,2019,16190030.81,83
11336492-0,2020,9830083.51,56
11336492-0,2021,15200846.43,109
11336492-0,2022,12508898.76,82
11344632-3,2018,19402922.31,95
11344632-3,2019,15465826.38,151
11344632-3,2020,14909833.81,62
11344632-3,2021,13963757.18,7
11344632-3,2022,14328769.8,77
11348537-K,2018,15269803.84,4
11348537-K,2019,20013586.18,32
11348537-K,2020,11175827.94,3
11348537-K,2021,19288518.71,121
11348537-K,2022,18685145.43,76
11354297-7,2018,15327739.66,84
11354297-7,2019,16353386.29,63
11354297-7,2020,15635200.99,168
11354297-7,2021,11556437.54,176
11354297-7,2022,13141791.31,176
11355130-5,2018,14722251.08,124
11355130-5,2019,17102786.01,144
11355130-5,2020,17035854.36,141
11355130-5,2021,16238686.38,69
11355130-5,2022,18025457.74,101
11368742-8,2018,20708619.54,120
11368742-8,2019,11729262.24,173
11368742-8,2020,11579922.93,175
11368742-8,2021,12853078.5,18
11368742-8,2022,11055677.67,102
11372911-2,2018,10619840.22,22
11372911-2,2019,15359606.31,12
11372911-2,2020,17969640.62,154
11372911-2,2021,11002110.08,111
11372911-2,2022,15272005.06,194
11385468-5,2018,11293790.67,105
11385468-5,2019,18047925.26,150
11385468-5,2020,14362958.06,171
11385468-5,2021,13941456.43,109
11385468-5,2022,11277772.94,130
11389608-6,2018,12902631.77,69
11389608-6,2019,16519654.89,106
11389608-6,2020,13807224.5,195
11389608-6,2021,18962206.33,72
11389608-6,2022,17339615.96,26
11402577-1,2018,11343444.53,25
11402577-1,2019,12263572.69,31
11402577-1,2020,20766089.74,52
11402577-1,2021,14236082.21,76
11402577-1,2022,14444954.53,86
11406527-7,2018,16263715.63,21
11406527-7,2019,16634973.03,185
11406527-7,2020,14578745.54,100
11406527-7,2021,12893464.04,108
11406527-7,2022,8155952.64,144
11409907-4,2018,10839487.38,140
11409907-4,2019,19781214.43,191
11409907-4,2020,11145051.3,132
11409907-4,2021,21006897.16,40
11409907-4,2022,17578783.23,158
11434555-5,2018,12930731.88,150
11434555-5,2019,17280620.61,183
11434555-5,2020,22814206.04,122
11434555-5,2021,16472620.05,52
11434555-5,2022,13114839.1,80
11438963-3,2018,16831142.92,83
11438963-3,2019,15801555.13,102
11438963-3,2020,15802861.17,69
11438963-3,2021,16426466.53,3
11438963-3,2022,14283244.12,46
11445211-4,2018,12783475.17,184
11445211-4,2019,19804379.12,177
11445211-4,2020,18287227.5,145
11445211-4,2021,14872595.53,77
11445211-4,2022,15371799.16,161
11456205-K,2018,13311754.18,94
11456205-K,2019,16232052.42,159
11456205-K,2020,13701003.54,190
11456205-K,2021,18457569.65,128
11456205-K,2022,12869560.42,132
11467283-1,2018,11811761.74,123
11467283-1,2019,14674815.34,127
11467283-1,2020,16160010.24,127
11467283-1,2021,7561384.03,39
11467283-1,2022,8209812.34,83
11469355-3,2018,16587984.89,185
11469355-3,2019,15216462.03,168
11469355-3,2020,16003511.53,165
11469355-3,2021,5686319.41,169
11469355-3,2022,19616460.67,178
11471667-7,2018,11312799.59,42
11471667-7,2019,18900311.75,149
11471667-7,2020,18287789.51,33
11471667-7,2021,21794723.48,176
11471667-7,2022,12340355.94,90
11484058-0,2018,17756848.49,167
11484058-0,2019,12201944.44,176
11484058-0,2020,11612765.06,196
11484058-0,2021,15398116.54,174
11484058-0,2022,9369458.76,58
11495137-4,2018,18326800.56,183
11495137-4,2019,12728705.52,56
11495137-4,2020,16150572.55,30
11495137-4,2021,15431064.32,131
11495137-4,2022,22893201.38,33
11496037-3,2018,15821748.77,93
11496037-3,2019,15247612.88,95
11496037-3,2020,13001933.49,16
11496037-3,2021,19343511.6,149
11496037-3,2022,12497555.41,53
11497891-4,2018,13794716.1,96
11497891-4,2019,12965220.8,183
11497891-4,2020,16934692.43,77
11497891-4,2021,16183163.33,63
11497891-4,2022,17418019.05,174
11502372-1,2018,9514320.38,148
11502372-1,2019,14322365.27,167
11502372-1,2020,17329314.09,135
11502372-1,2021,14380950.48,97
11502372-1,2022,16101751.21,40
11509710-5,2018,10924806.36,156
11509710-5,2019,17329012.64,196
11509710-5,2020,13479145.47,50
11509710-5,2021,14968656.26,88
11509710-5,2022,17526961.14,182
11536818-4,2018,14612567.47,107
11536818-4,2019,4253789.78,143
11536818-4,2020,14419997.29,42
11536818-4,2021,19947316.91,37
11536818-4,2022,18490459.19,140
11555140-K,2018,13803171.13,55
11555140-K,2019,15710707.7,187
11555140-K,2020,21486994.26,82
11555140-K,2021,14594638.37,57
11555140-K,2022,14686523.97,79
11558403-0,2018,17680184.19,130
11558403-0,2019,14646871.21,178
11558403-0,2020,15174595.79,77
11558403-0,2021,14717138.28,176
11558403-0,2022,12139390.92,127
11559622-5,2018,16509102.51,100
11559622-5,2019,23909777.66,56
11559622-5,2020,12919157.75,14
11559622-5,2021,13198940.62,51
11559622-5,2022,14453878.08,59
11563655-3,2018,11339589.92,85
11563655-3,2019,9504003.78,61
11563655-3,2020,13928433.7,42
11563655-3,2021,16671909.72,194
11563655-3,2022,15190957.6,89
11564659-1,2018,17188461.07,186
11564659-1,2019,13825750.93,190
11564659-1,2020,16052191.9,149
11564659-1,2021,22472156.34,168
11564659-1,2022,10311620.71,67
11570456-7,2018,14967984.74,113
11570456-7,2019,6957276.63,77
11570456-7,2020,19811077.79,114
11570456-7,2021,12818609.72,59
11570456-7,2022,22745682.72,181
11588897-8,2018,9249904.96,149
11588897-8,2019,19718416.18,139
11588897-8,2020,23210136.81,100
11588897-8,2021,15126438.24,94
11588897-8,2022,13073082.65,122
11592193-2,2018,12718927.55,181
11592193-2,2019,5776879.72,75
11592193-2,2020,16204692.94,179
11592193-2,2021,16006410.55,158
11592193-2,2022,11166660.27,154
11592303-K,2018,23499587.43,79
11592303-K,2019,10677932.88,139
11592303-K,2020,12380204.37,74
11592303-K,2021,16880771.95,111
11592303-K,2022,14364869.58,69
11594949-7,2018,18032374.96,5
11594949-7,2019,20118427.31,146
11594949-7,2020,13558745.38,40
11594949-7,2021,17400400.46,89
11594949-7,2022,17754746.31,99
11601832-2,2018,15340300.67,118
11601832-2,2019,18079335.14,49
11601832-2,2020,15660850.45,194
11601832-2,2021,17458006.45,29
11601832-2,2022,14734281.32,144
11624383-0,2018,14172392.81,14
11624383-0,2019,3996735.72,125
11624383-0,2020,19550725.29,91
11624383-0,2021,16639169.59,4
11624383-0,2022,13495336.67,174
11628198-8,2018,12418377.55,97
11628198-8,2019,12815638.97,141
11628198-8,2020,13342706.02,98
11628198-8,2021,10914704.75,167
11628198-8,2022,20417656.83,8
11635985-5,2018,12837900.33,159
11635985-5,2019,18697146.88,167
11635985-5,2020,19540130.48,101
11635985-5,2021,14650212.89,98
11635985-5,2022,9087211.12,17
11636478-6,2018,18267599.3,156
11636478-6,2019,17989981.19,99
11636478-6,2020,19921749.12,148
11636478-6,2021,17268306.33,84
11636478-6,2022,7746252.38,72
11640902-K,2018,13095373.71,96
11640902-K,2019,16072957.49,164
11640902-K,2020,12811019.67,75
11640902-K,2021,18122123.98,165
11640902-K,2022,20520800.78,170
11648547-8,2018,11739036.43,67
11648547-8,2019,14588953.81,6
11648547-8,2020,19127749.96,10
11648547-8,2021,14454486.74,8
11648547-8,2022,21416691.94,14
11649112-5,2018,18523363.37,134
11649112-5,2019,15708777.96,200
11649112-5,2020,21086449.85,19
11649112-5,2021,16601230.57,73
11649112-5,2022,14227583.67,13
11667201-4,2018,11438194.55,32
11667201-4,2019,17818542.14,176
11667201-4,2020,18285407.11,87
11667201-4,2021,21211433.78,68
11667201-4,2022,20589209.95,185
11667415-7,2018,12799056.82,196
11667415-7,2019,12342879.63,16
11667415-7,2020,12188607.44,195
11667415-7,2021,13655995.03,182
11667415-7,2022,8638191.62,192
11671690-9,2018,17057317.92,70
11671690-9,2019,15035051.18,190
11671690-9,2020,12283656.11,17
11671690-9,2021,14646470.11,173
11671690-9,2022,12494490.83,145
11678289-8,2018,12971773.62,132
11678289-8,2019,15233229.66,22
11678289-8,2020,11321531.29,80
11678289-8,2021,15830798.44,6
11678289-8,2022,15941197.24,145
11682311-K,2018,15734777.45,25
11682311-K,2019,17366381.65,168
11682311-K,2020,13631732.91,70
11682311-K,2021,15914051.91,137
11682311-K,2022,14363100.9,15
11687149-1,2018,15694417.39,148
11687149-1,2019,13310321.07,183
11687149-1,2020,16738259.17,110
11687149-1,2021,10359769.53,58
11687149-1,2022,12542848.62,81
11689833-0,2018,10119331.12,11
11689833-0,2019,10218350.08,119
11689833-0,2020,21125657.58,164
11689833-0,2021,14879695.59,105
11689833-0,2022,12802454.55,188
11692017-4,2018,15246520.08,90
11692017-4,2019,12025952.49,123
11692017-4,2020,15155152.97,76
11692017-4,2021,17011684.95,147
11692017-4,2022,13692536.72,134
11702723-6,2018,10193215.79,132
11702723-6,2019,14800680.02,53
11702723-6,2020,14113630.31,56
11702723-6,2021,15479425.43,31
11702723-6,2022,16943800.55,162
11707374-2,2018,9155938.34,110
11707374-2,2019,10794779.87,160
