id_tender,amt_payment_value,dt_payment,id_payment
1488-26-LQ20,35015.36,2020-05-01,578-9
1488-26-LQ20,17222.98,2020-06-28,579-67
1057540-32-LE20,4608.2,2020-11-28,580-117
1057540-32-LE20,2000.83,2020-09-16,581-44
1057540-32-LE20,348.68,2020-08-02,582--1
5139-4-LE21,4556.59,2021-06-14,583-3
5139-4-LE21,453.57,2021-10-10,584-121
1057496-31-LE21,1200.66,2021-10-13,585-118
1057496-31-LE21,925.97,2021-07-07,586-20
1557-27-L121,2310.8,2022-03-19,587-82
1557-27-L121,1349.79,2022-01-25,588-29
1557-27-L121,492.8,2022-03-06,589-69
912638-16-LE18,15551.08,2018-06-07,590-55
912638-16-LE18,10174.75,2018-05-13,591-30
912638-23-LE18,24400.11,2018-07-18,592-96
912638-62-LE18,6167.72,2018-11-12,593-38
912638-62-LE18,6780.83,2018-12-06,594-62
1057417-171-LQ19,2678.2,2019-12-20,595-81
1057417-179-LQ19,33484.63,2020-02-03,596--3
1057417-179-LQ19,102192.62,2020-03-20,597-43
1057417-260-LE19,43490.94,2020-03-27,598-50
1057417-260-LE19,4329.58,2020-04-26,599-80
4375-169-LQ20,38936.36,2020-12-05,600-55
4375-169-LQ20,9032.2,2020-11-10,601-30
4375-169-LQ20,13101.1,2021-01-02,602-83
4375-169-LQ20,29340.73,2020-11-22,603-42
1620-32-L118,10.73,2018-08-12,604-73
1620-32-L118,1515.03,2018-07-10,605-40
1620-32-L118,219.23,2018-06-02,606-2
2207-279-L118,412.85,2019-02-20,607-121
2207-279-L118,1374.3,2018-11-24,608-33
757-23-L120,9.29,2020-08-16,609-26
757-23-L120,2431.35,2020-10-29,610-100
757-23-L120,3142.84,2020-09-28,611-69
757-23-L120,769.91,2020-08-30,612-40
3950-16-L121,4091.1,2021-06-27,613-61
4906-2-L120,3828.73,2020-04-15,614-32
4906-2-L120,2581.53,2020-05-13,615-60
4906-17-LE20,7472.51,2020-09-24,616-16
4906-17-LE20,6098.37,2020-11-13,617-66
4906-2-L121,514.46,2021-05-01,618-31
4906-2-L121,7258.79,2021-05-21,619-51
4906-4-L121,1161.3,2021-06-25,620-77
4906-4-L121,2787.06,2021-05-21,621-42
4906-4-L121,1067.59,2021-05-21,622-42
4906-4-L121,975.02,2021-03-10,623--30
1673-74-L118,940.87,2019-03-01,624-54
1673-74-L118,59.19,2019-01-26,625-20
1673-74-L118,698.48,2019-01-06,626-0
2207-102-L118,75.38,2018-06-15,627-38
2207-102-L118,806.37,2018-06-08,628-31
2207-102-L118,134.37,2018-06-29,629-52
2207-102-L118,239.5,2018-06-22,630-45
2207-102-L118,19.58,2018-06-05,631-28
2193-29-L118,5.18,2018-10-05,632-67
2193-29-L118,1144.62,2018-09-17,633-49
2193-29-L118,2116.88,2018-10-01,634-63
2193-4-L119,5371.05,2019-04-05,635-2
1769-32-LE18,317.44,2018-06-04,636-18
1769-32-LE18,66.46,2018-07-02,637-46
1769-32-LE18,693.26,2018-08-03,638-78
1769-32-LE18,151.15,2018-06-24,639-38
2102-57-L119,285.26,2019-08-26,640-56
2102-57-L119,722.91,2019-08-08,641-38
2102-57-L119,389.95,2019-10-16,642-107
2102-57-L119,3.53,2019-08-29,643-59
2102-57-L119,1812.18,2019-08-18,644-48
2122-29-L118,79.93,2018-06-24,645-40
2122-29-L118,496,2018-06-29,646-45
2122-29-L118,531.42,2018-07-24,647-70
2122-29-L118,827.9,2018-07-22,648-68
2122-29-L118,263.45,2018-07-01,649-47
507428-94-LE19,4402.56,2020-03-06,650-85
507428-94-LE19,4819.3,2020-03-31,651-110
507428-94-LE19,3334.55,2020-02-02,652-52
507428-94-LE19,11100,2019-12-23,653-11
507428-94-LE19,1844.74,2020-02-02,654-52
2060-195-LE18,1241.06,2018-12-30,655--15
1057387-9-LE21,1373.77,2021-05-16,656--9
2069-134-LQ18,144453.43,2019-03-03,657-96
2069-134-LQ18,148263.99,2018-12-08,658-11
2126-67-LE20,12242.3,2021-04-10,659-102
1057417-263-LP20,11747.68,2021-03-29,660-51
1057417-263-LP20,26851.99,2021-03-20,661-42
1057417-263-LP20,10623.58,2021-02-16,662-10
1057417-263-LP20,17510.4,2021-03-30,663-52
1057417-263-LP20,16958.93,2021-03-29,664-51
2125-149-L119,580.4,2020-02-01,665-57
2125-149-L119,144,2019-12-18,666-12
2125-149-L119,145.65,2019-12-19,667-13
2125-149-L119,1123.39,2020-01-20,668-45
2125-149-L119,19.63,2020-02-13,669-69
483-3-L121,4695.8,2021-05-21,670-62
483-3-L121,164.83,2021-04-30,671-41
483-3-L121,365.82,2021-05-19,672-60
483-3-L121,243.45,2021-04-27,673-38
1514-65-L118,3086.36,2018-09-15,674-52
1057548-6-L119,291.19,2019-08-09,675-112
1057548-6-L119,2072.86,2019-06-27,676-69
1057548-6-L119,25.01,2019-06-17,677-59
1057548-6-L119,91.51,2019-04-23,678-4
2067-3-L120,120.29,2020-04-04,679-36
2067-3-L120,497.66,2020-04-12,680-44
2067-3-L120,187.21,2020-04-29,681-61
2067-3-L120,69.13,2020-04-03,682-35
2067-3-L120,2386.71,2020-04-18,683-50
1057531-6-L120,272.26,2020-05-10,684-63
1057531-6-L120,111.49,2020-04-03,685-26
1057531-6-L120,1726.95,2020-05-29,686-82
1057531-6-L120,193.83,2020-02-19,687--18
1057548-7-L119,1065.16,2019-05-28,688-21
1057548-7-L119,318.44,2019-06-23,689-47
1057548-7-L119,800.46,2019-06-16,690-40
1057548-7-L119,4244.31,2019-07-05,691-59
1057548-7-L119,762.54,2019-06-01,692-25
4985-3-LR18,458844.08,2018-08-24,693-35
4985-3-LR18,6495.02,2018-09-05,694-47
734-17-LE18,4307.11,2018-07-07,695-78
734-17-LE18,5831.83,2018-06-19,696-60
734-17-LE18,837.4,2018-06-29,697-70
734-17-LE18,166.57,2018-05-22,698-32
2205-13-L118,124.26,2018-07-12,699-98
2205-13-L118,1295.68,2018-06-30,700-86
2205-13-L118,148.67,2018-05-12,701-37
1557-15-L118,10.89,2018-07-14,702-63
1557-15-L118,1961.74,2018-08-24,703-104
522-24-L118,1573.33,2019-01-13,704-94
522-32-L118,1992.92,2019-01-14,705-71
522-32-L118,660.24,2019-01-05,706-62
522-32-L118,1190.34,2018-11-28,707-24
4464-49-LE18,234.52,2018-11-24,708-83
4464-49-LE18,556.3,2018-10-16,709-44
4464-49-LE18,410.71,2018-10-23,710-51
1979-13-LE18,1249.57,2018-05-22,711-78
1979-13-LE18,86.99,2018-05-02,712-58
1979-13-LE18,127.8,2018-05-15,713-71
1979-13-LE18,39.9,2018-03-08,714-3
1979-13-LE18,504.95,2018-03-09,715-4
956-12-LE18,365.32,2018-07-10,716-82
956-12-LE18,7670.7,2018-07-12,717-84
956-72-LE18,248.47,2018-11-23,718-63
956-72-LE18,5987.5,2018-11-12,719-52
956-72-LE18,390.09,2018-10-26,720-35
956-32-LE20,1678.6,2020-12-13,721-52
956-32-LE20,313.8,2020-10-05,722--17
956-32-LE20,1922.53,2021-01-08,723-78
956-32-LE20,2116.07,2020-10-04,724--18
956-32-LE20,340.96,2021-01-03,725-73
5349-56-L118,1439.94,2018-05-08,726-20
5349-56-L118,1213.82,2018-06-10,727-53
769-48-LE21,12060.29,2021-12-11,728-93
1636-35-L119,293.31,2019-09-20,729-39
1636-35-L119,87.4,2019-10-01,730-50
1636-35-L119,444.73,2019-10-07,731-56
1636-35-L119,449.42,2019-10-06,732-55
1636-35-L119,110.22,2019-09-11,733-30
1057498-36-LE20,5598,2020-12-21,734-56
1057498-36-LE20,2602.86,2021-03-01,735-126
1057498-36-LE20,3384.41,2020-12-25,736-60
359-13-LP18,8516.11,2018-04-02,737-8
359-13-LP18,16142.7,2018-06-18,738-85
359-13-LP18,1992.28,2018-04-11,739-17
2252-332-LE18,143.22,2018-06-15,740-19
2252-332-LE18,5976.45,2018-06-23,741-27
2252-332-LE18,5108.06,2018-06-16,742-20
2252-332-LE18,454.79,2018-07-06,743-40
1549-165-LQ18,8347.11,2018-08-23,744-57
1549-165-LQ18,4055.9,2018-09-05,745-70
1549-165-LQ18,34303.21,2018-08-26,746-60
2252-350-LP18,12806.62,2018-09-15,747-76
2252-350-LP18,39176.55,2018-09-06,748-67
2252-350-LP18,19484.18,2018-08-10,749-40
2252-350-LP18,36902.09,2018-08-26,750-56
2164-69-LE18,3921.57,2018-12-06,751-47
2164-69-LE18,7710.64,2019-01-08,752-80
2164-69-LE18,6254.17,2018-11-25,753-36
2164-74-LE18,3240.25,2018-12-20,754-60
2164-74-LE18,6460.42,2018-12-23,755-63
2164-74-LE18,8751.71,2019-01-31,756-102
2252-26-LQ19,285317.84,2019-05-18,757-29
601-2-LE19,4982.1,2019-08-05,758-97
2164-43-LR19,196482.47,2019-09-04,759-64
2164-43-LR19,5667.47,2019-06-18,760--14
2164-43-LR19,93213.77,2019-09-01,761-61
2164-43-LR19,235494.96,2019-10-02,762-92
2164-43-LR19,162940.49,2019-09-01,763-61
601-2-LQ20,11262.89,2020-05-10,764-25
601-2-LQ20,3251.68,2020-08-13,765-120
1057494-51-LQ20,1689.69,2021-01-26,766-52
1057494-51-LQ20,8143.32,2021-01-26,767-52
1057494-51-LQ20,2857.4,2021-01-31,768-57
1057494-51-LQ20,1698.87,2020-12-01,769--4
1057494-51-LQ20,811.44,2021-03-21,770-106
1057491-101-LR20,322550.28,2021-03-01,771-71
1057489-98-LR21,61971.95,2021-06-08,772-8
1057489-98-LR21,6147.5,2021-05-25,773--6
1057489-98-LR21,257680.82,2021-09-08,774-100
1057489-98-LR21,354197.82,2021-06-12,775-12
2270-4-L118,200.98,2018-04-25,776-49
2270-4-L118,1001.24,2018-04-08,777-32
1509-57-R120,290.36,2020-11-09,778-77
1509-57-R120,609.98,2020-09-17,779-24
1509-57-R120,302.51,2020-10-09,780-46
1677-31-LE18,8972.85,2019-01-28,781-18
1677-31-LE18,719.65,2019-01-19,782-9
1677-31-LE18,2991.15,2019-02-19,783-40
1677-31-LE18,6010.15,2019-04-11,784-91
1057429-45-LP20,19950.87,2021-07-03,785-73
1382-9-LE18,17195.36,2018-05-14,786-58
1382-9-LE18,5793.49,2018-06-05,787-80
1382-9-LE18,8344.25,2018-05-07,788-51
2084-33-L119,2493.17,2019-06-28,789-45
2084-33-L119,94.68,2019-07-10,790-57
1685-22-L118,1469.32,2018-08-01,791-7
1685-22-L118,2701.29,2018-09-03,792-40
1685-22-L118,130.34,2018-09-19,793-56
1685-22-L118,514.58,2018-09-14,794-51
1382-39-LE18,1165.94,2019-03-02,795-54
1382-39-LE18,8045.68,2019-02-01,796-25
1382-39-LE18,417.98,2019-03-15,797-67
2060-16-LE19,776.19,2019-06-05,798-72
2060-16-LE19,345.27,2019-04-07,799-13
2060-16-LE19,688.01,2019-05-08,800-44
2112-24-L119,51.32,2019-07-23,801-20
2112-24-L119,766.44,2019-09-07,802-66
2112-24-L119,209.12,2019-08-19,803-47
2112-24-L119,372.8,2019-08-09,804-37
2112-24-L119,190.5,2019-08-19,805-47
1979-68-LP20,108.24,2020-07-28,806-39
1979-68-LP20,136.89,2020-07-25,807-36
1979-68-LP20,846.11,2020-06-24,808-5
1979-68-LP20,430.01,2020-08-31,809-73
1382-26-LE21,3530.51,2021-10-01,810-61
1382-26-LE21,9539.55,2021-08-10,811-9
1382-26-LE21,4806.56,2021-09-27,812-57
1382-26-LE21,4181.69,2021-10-05,813-65
1382-26-LE21,2727.3,2021-09-08,814-38
1622-19-LE19,2452.35,2019-03-30,815-1
1622-19-LE19,1780.66,2019-07-20,816-113
1622-19-LE19,816.95,2019-04-29,817-31
1622-19-LE19,3330.48,2019-05-27,818-59
1622-19-LE19,1931.8,2019-06-17,819-80
1622-27-LE19,2566.3,2019-05-17,820-14
1622-27-LE19,8731.73,2019-07-26,821-84
1622-27-LE19,789.84,2019-08-08,822-97
1622-27-LE19,10488.44,2019-06-20,823-48
1622-53-LE19,1328.71,2019-07-16,824-19
1622-53-LE19,1353.47,2019-07-17,825-20
1622-53-LE19,662.75,2019-08-24,826-58
1622-53-LE19,2847.82,2019-07-16,827-19
2145-8-L118,2249.04,2018-06-03,828-13
2145-31-L118,725.76,2018-10-04,829-17
2145-31-L118,1540.9,2018-10-28,830-41
2146-79-L118,1625.84,2018-10-21,831-17
2146-79-L118,146.47,2018-11-04,832-31
2146-79-L118,570.55,2018-12-16,833-73
1558-69-LE18,1386.78,2019-02-10,834-78
1558-69-LE18,2443.08,2018-11-22,835--2
2060-55-L119,2118.93,2019-08-06,836-65
2060-55-L119,464.63,2019-07-13,837-41
2060-55-L119,264.63,2019-07-08,838-36
1558-5-L120,874.33,2020-05-24,839-64
1558-5-L120,944.7,2020-04-21,840-31
1558-5-L120,369.85,2020-06-03,841-74
1558-5-L120,231.08,2020-05-11,842-51
652-61-L120,2270.75,2021-03-01,843-57
652-61-L120,1288.71,2021-02-18,844-46
956-71-LE18,20390.48,2018-12-09,845-80
2102-18-LE21,1651.88,2021-07-01,846-25
2102-18-LE21,5143.51,2021-07-15,847-39
2102-18-LE21,2174.16,2021-08-03,848-58
2102-18-LE21,10454.77,2021-07-22,849-46
1057540-33-LE19,3182.04,2019-09-27,850-73
1540-59-LP19,136051.86,2019-07-09,851-36
2312-87-L118,203,2019-02-11,852-76
2312-87-L118,621.68,2019-02-13,853-78
2312-87-L118,356.79,2019-02-13,854-78
2312-87-L118,3078.79,2019-02-24,855-89
2312-87-L118,640.76,2018-12-30,856-33
1959-149-LE18,3548.67,2019-04-01,857-88
1959-149-LE18,7907.06,2019-04-06,858-93
1959-149-LE18,2682.92,2019-03-10,859-66
1959-149-LE18,1819.05,2019-04-07,860-94
1057498-8-LE20,2973.59,2020-05-30,861-76
1057498-8-LE20,26299.11,2020-04-05,862-21
2196-4-LE20,4747.41,2020-07-22,863-55
2196-4-LE20,10113.77,2020-06-02,864-5
1641-173-LQ20,8876.17,2020-11-17,865-2
1641-173-LQ20,84475.14,2021-02-14,866-91
1641-173-LQ20,140186.24,2020-12-02,867-17
1057049-3-LE21,3894.14,2021-05-13,868-86
1057049-3-LE21,2682.08,2021-03-17,869-29
1057498-20-LP21,105625.73,2021-08-28,870-61
1558-40-L118,568.38,2018-08-10,871-33
1558-40-L118,942.08,2018-08-24,872-47
1558-40-L118,365.29,2018-08-05,873-28
1558-40-L118,282.53,2018-08-14,874-37
2188-57-L118,168.54,2018-09-25,875-74
2188-57-L118,171.55,2018-09-04,876-53
2188-57-L118,1232.31,2018-09-01,877-50
2188-62-L119,138.58,2019-10-22,878-45
2188-62-L119,241.7,2019-11-24,879-78
2188-62-L119,880.3,2019-11-16,880-70
2188-62-L119,773.34,2019-09-18,881-11
2188-62-L119,103.17,2019-10-16,882-39
4375-9-LQ21,94194.12,2021-03-17,883--11
757-114-L118,296.44,2019-01-06,884-25
757-114-L118,707.84,2019-01-10,885-29
757-114-L118,6496.43,2019-01-23,886-42
757-114-L118,643.31,2019-02-12,887-62
1548-13-LE18,219.89,2018-08-25,888-26
1548-13-LE18,1227.04,2018-09-08,889-40
2059-31-L118,1738.25,2018-12-04,890-62
2059-31-L118,737.89,2019-01-23,891-112
2059-31-L118,1687.49,2018-12-17,892-75
2059-31-L118,557.18,2018-12-18,893-76
2059-31-L118,980.62,2018-11-06,894-34
2059-33-L118,1897.67,2019-02-17,895-104
2059-33-L118,637.44,2018-11-25,896-20
2059-33-L118,725.59,2019-01-23,897-79
2059-33-L118,1562.74,2018-12-30,898-55
2059-33-L118,90.04,2019-02-12,899-99
4464-1-LE18,1898.43,2018-04-19,900-53
4464-1-LE18,2323.06,2018-04-16,901-50
4464-1-LE18,379.51,2018-05-04,902-68
4464-1-LE18,2005.28,2018-02-26,903-1
4464-1-LE18,8631.04,2018-05-02,904-66
4464-2-LE18,29038.33,2018-04-22,905-42
4464-44-LE18,6426.64,2018-10-18,906-83
4464-44-LE18,6036.96,2018-11-13,907-109
4464-44-LE18,1650.35,2018-09-09,908-44
4464-44-LE18,2155.77,2018-10-17,909-82
4464-44-LE18,17384.4,2018-10-30,910-95
4464-82-LE18,1945.77,2018-12-30,911-14
4464-82-LE18,3025.77,2019-02-09,912-55
4464-82-LE18,914.03,2019-01-26,913-41
4464-49-LQ19,130.03,2019-11-19,914-69
4464-49-LQ19,349.71,2019-10-30,915-49
4464-49-LQ19,499.54,2019-11-10,916-60
4464-49-LQ19,86.79,2019-10-17,917-36
4464-49-LQ19,183.23,2019-10-08,918-27
4464-60-LP19,174.39,2020-01-08,919-26
4464-60-LP19,40.9,2020-03-05,920-83
4464-60-LP19,388.24,2020-01-15,921-33
4464-60-LP19,501.92,2020-01-14,922-32
4464-60-LP19,131.01,2020-01-06,923-24
4464-42-LP20,1229.66,2021-02-15,924-93
5602-55-L118,469.86,2018-09-03,925-40
5602-55-L118,315.12,2018-08-19,926-25
5602-55-L118,593.85,2018-09-10,927-47
5602-55-L118,183.3,2018-09-07,928-44
5602-55-L118,85.88,2018-07-23,929--2
2207-241-L118,173.2,2018-10-19,930-37
2207-241-L118,839.15,2018-10-04,931-22
2207-241-L118,333.26,2018-10-15,932-33
2098-170-L118,722.77,2019-03-03,933-39
2098-170-L118,413.68,2019-04-09,934-76
2098-170-L118,359.81,2019-03-09,935-45
2098-170-L118,26.33,2019-04-04,936-71
1613-4-L121,142.36,2021-08-01,937-16
1613-4-L121,804.97,2021-08-10,938-25
1613-4-L121,135.98,2021-11-12,939-119
1613-4-L121,852.17,2021-08-07,940-22
1613-4-L121,1810.96,2021-09-18,941-64
1613-6-L121,1255.97,2021-11-04,942-68
1613-6-L121,1065.92,2021-11-02,943-66
1613-6-L121,990.22,2021-10-13,944-46
2098-88-LE20,18761.7,2020-11-11,945-38
2098-122-LE21,427.39,2021-11-01,946-33
2098-122-LE21,481.38,2021-12-01,947-63
2098-122-LE21,178.81,2021-11-25,948-57
2098-122-LE21,53.24,2021-10-14,949-15
2098-122-LE21,127.16,2022-01-09,950-102
635-10-L121,4185.26,2021-05-15,951-70
1057390-3-LP21,17.52,2021-06-28,952-68
1057390-3-LP21,436.3,2021-07-01,953-71
1057390-3-LP21,752.27,2021-06-22,954-62
1080089-38-LQ21,0,2021-07-02,955-57
1080089-38-LQ21,0,2021-05-08,956-2
1080089-38-LQ21,0,2021-08-03,957-89
1080089-38-LQ21,0,2021-06-16,958-41
1080089-38-LQ21,0,2021-06-24,959-49
1057508-23-LP21,456.42,2021-06-12,960-13
1057508-23-LP21,74.47,2021-08-17,961-79
1057508-23-LP21,674.81,2021-07-24,962-55
1057448-28-LE21,3.36,2021-08-23,963-70
1057448-28-LE21,145.89,2021-06-23,964-9
1057448-28-LE21,136.17,2021-08-21,965-68
1057448-28-LE21,859.91,2021-07-05,966-21
1057448-28-LE21,55.79,2021-08-26,967-73
1398-49-LP21,67.77,2021-07-25,968-25
1398-49-LP21,155.4,2021-09-09,969-71
1398-49-LP21,528.82,2021-09-02,970-64
1398-49-LP21,34.09,2021-08-06,971-37
1398-49-LP21,416,2021-09-17,972-79
2122-5-LE21,4203.51,2021-09-24,973-70
2122-5-LE21,4137.31,2021-08-01,974-16
2122-5-LE21,2004.71,2021-10-17,975-93
2122-5-LE21,4893.52,2021-08-18,976-33
1947-46-L119,3486.47,2019-08-13,977-94
1947-46-L119,495.99,2019-06-11,978-31
1947-78-LE19,2849.48,2019-08-20,979-56
1947-78-LE19,5626.4,2019-08-11,980-47
1947-78-LE19,4082.44,2019-07-02,981-7
1947-1-LE21,4268.67,2021-04-13,982-35
1947-1-LE21,6095.36,2021-05-12,983-64
1947-1-LE21,134.26,2021-04-06,984-28
1947-1-LE21,3321.22,2021-05-26,985-78
1979-115-LE19,186.77,2019-12-26,986-83
1979-115-LE19,180.87,2019-11-11,987-38
1979-115-LE19,1026.21,2019-11-30,988-57
1979-124-LE21,150.87,2022-01-12,989-57
1979-124-LE21,405.93,2022-01-09,990-54
1979-124-LE21,838.3,2022-02-12,991-88
2142-11-LE18,4219.61,2018-04-30,992-23
2142-11-LE18,12543.92,2018-06-29,993-83
1057461-44-LE21,1223.67,2021-09-19,994-30
2190-17-L118,269.73,2018-07-02,995-41
2190-17-L118,74.58,2018-06-29,996-38
2190-17-L118,1328.88,2018-07-01,997-40
2190-17-L118,400.4,2018-08-18,998-88
2146-46-L121,1225.82,2021-09-21,999-10
2146-46-L121,1745.16,2021-11-27,1000-77
2146-46-L121,20.69,2021-09-22,1001-11
2086-49-L118,170.09,2018-04-29,1002-8
2086-49-L118,2322.49,2018-06-10,1003-50
1057491-2-LE20,0,2020-02-29,1004-5
1973-6-L118,138.6,2018-04-10,1005-26
1973-6-L118,237.12,2018-05-13,1006-59
1973-6-L118,5681.8,2018-05-12,1007-58
5276-1-LE21,10432.59,2021-09-10,1008-84
5597-14-L118,485.52,2018-10-17,1009-9
5597-14-L118,293.28,2019-02-03,1010-118
5597-14-L118,233.85,2018-11-16,1011-39
5597-14-L118,254.09,2018-12-20,1012-73
1057461-45-L121,763.19,2021-12-28,1013-78
1057461-45-L121,97.84,2021-12-02,1014-52
1057461-45-L121,123.54,2022-01-15,1015-96
1057461-45-L121,172.15,2021-12-24,1016-74
1057461-45-L121,144.16,2021-11-19,1017-39
1077412-1-LE19,3362.36,2020-03-12,1018-68
1077412-1-LE19,14766.83,2020-01-26,1019-22
1077412-1-LE19,842.17,2020-03-23,1020-79
2142-13-LE18,6022.72,2018-04-07,1021-1
2142-13-LE18,12051.21,2018-06-15,1022-70
2142-13-LE18,5136.25,2018-05-03,1023-27
2142-13-LE18,2812.84,2018-06-02,1024-57
507428-12-LE21,395.86,2021-04-27,1025-26
507428-12-LE21,1094.73,2021-05-14,1026-43
507428-12-LE21,501.9,2021-03-31,1027--1
2215-64-LP18,3071.07,2019-01-18,1028-78
2215-64-LP18,12686.42,2018-11-13,1029-12
2215-64-LP18,243.89,2019-02-21,1030-112
2215-43-LP19,17821.17,2020-03-11,1031-33
2215-2-LP21,2581.01,2021-06-25,1032-96
2215-2-LP21,6572.03,2021-06-21,1033-92
2215-2-LP21,2397.04,2021-04-08,1034-18
2215-2-LP21,1604.56,2021-05-06,1035-46
2215-2-LP21,4531.12,2021-05-15,1036-55
4345-5-L119,125.62,2019-09-18,1037-28
4345-5-L119,808.39,2019-09-19,1038-29
4345-5-L119,74.6,2019-09-10,1039-20
4345-5-L119,303.49,2019-10-08,1040-48
4345-5-L119,246.17,2019-08-02,1041--19
1621-29-L118,341.24,2018-07-11,1042-58
1621-29-L118,1268.06,2018-07-05,1043-52
1621-29-L118,1209.53,2018-07-08,1044-55
1621-29-L118,1078.7,2018-06-25,1045-42
1057402-151-LE19,3264.97,2020-02-16,1046-62
1057402-151-LE19,939.11,2020-02-20,1047-66
1057402-151-LE19,4039.06,2020-02-26,1048-72
1057402-151-LE19,3679.12,2019-12-13,1049--3
1057402-151-LE19,4275.22,2020-01-17,1050-32
4375-109-LQ20,15436.68,2020-09-16,1051-55
4375-109-LQ20,4340.87,2020-07-18,1052--5
4375-109-LQ20,132136.53,2020-10-04,1053-73
4375-109-LQ20,53981.46,2020-08-27,1054-35
4375-109-LQ20,47283.06,2020-09-12,1055-51
4375-215-LQ20,175639.29,2021-01-14,1056-43
4375-215-LQ20,95063.96,2021-01-23,1057-52
4375-215-LQ20,34618.27,2021-01-25,1058-54
1057545-14-LQ20,584.43,2020-06-14,1059-67
1057545-14-LQ20,29.44,2020-05-19,1060-41
1057545-14-LQ20,387.52,2020-06-12,1061-65
1057545-14-LQ20,279,2020-06-22,1062-75
1057545-14-LQ20,26.84,2020-06-22,1063-75
1692-10-LE21,386.11,2021-10-01,1064-55
1692-10-LE21,1264.69,2021-09-06,1065-30
2125-45-LE19,141.47,2019-06-07,1066-40
2125-45-LE19,820.21,2019-05-29,1067-31
2125-45-LE19,239.84,2019-06-12,1068-45
2111-93-LE18,5210.08,2019-04-09,1069-148
2111-93-LE18,2390.34,2018-12-15,1070-33
2111-93-LE18,470.67,2018-12-09,1071-27
2111-93-LE18,712.19,2019-01-02,1072-51
2111-93-LE18,4165.62,2019-01-30,1073-79
522-35-LE18,2233.04,2019-02-19,1074-62
1057385-11-L119,544.22,2019-08-15,1075-77
1057385-11-L119,350.79,2019-08-03,1076-65
1057385-11-L119,512.12,2019-07-07,1077-38
1057385-11-L119,164.09,2019-08-20,1078-82
1057385-11-L119,0.37,2019-07-21,1079-52
1671-42-LE19,17260.22,2020-01-26,1080-56
1671-48-E219,2312.84,2020-03-16,1081-68
2126-75-LQ20,0,2021-04-18,1082-50
2126-75-LQ20,0,2021-04-19,1083-51
1511-58-L118,806.73,2018-11-18,1084-55
1511-58-L118,71.66,2018-11-02,1085-39
1511-58-L118,327.25,2018-11-02,1086-39
1511-58-L118,2791.19,2018-11-17,1087-54
1511-58-L118,582.36,2018-12-10,1088-77
2115-18-LE20,629.39,2020-09-14,1089-67
2115-18-LE20,7520.62,2020-09-12,1090-65
2115-18-LE20,9815.49,2020-09-24,1091-77
2115-18-LE20,2691.66,2020-09-17,1092-70
813-46-LE18,426.63,2018-11-09,1093-39
813-46-LE18,389.63,2018-10-18,1094-17
813-46-LE18,407.89,2018-10-13,1095-12
813-43-LE20,187,2020-10-26,1096-29
813-43-LE20,45.44,2020-11-16,1097-50
813-43-LE20,200.68,2020-12-06,1098-70
813-43-LE20,313.21,2020-10-21,1099-24
813-43-LE20,474.63,2020-11-10,1100-44
1057551-11-L119,1462.01,2019-12-20,1101-97
1057551-11-L119,152.56,2019-11-01,1102-48
1057551-11-L119,5.77,2019-09-17,1103-3
2188-32-L119,245.39,2019-05-29,1104-15
2188-32-L119,559.4,2019-07-03,1105-50
2188-32-L119,77.79,2019-06-29,1106-46
2188-32-L119,638.37,2019-06-22,1107-39
1380-82-LE19,1126.42,2019-06-07,1108-16
1380-82-LE19,5463.35,2019-07-17,1109-56
1380-82-LE19,1953.31,2019-07-24,1110-63
1380-82-LE19,1321.04,2019-06-18,1111-27
1380-82-LE19,7518.11,2019-06-26,1112-35
1380-3-LE21,5914.63,2021-06-01,1113-95
1380-3-LE21,2195.69,2021-03-23,1114-25
5056-37-LP18,215.66,2018-10-10,1115-48
5056-37-LP18,336.83,2018-09-17,1116-25
5056-37-LP18,273.16,2018-11-19,1117-88
5056-37-LP18,834.18,2018-09-05,1118-13
912638-41-LE18,11705.6,2018-10-04,1119-83
912638-41-LE18,1418.57,2018-09-26,1120-75
912638-41-LE18,6969.97,2018-08-19,1121-37
2189-22-LE20,6124.98,2020-09-24,1122-81
2189-22-LE20,17052.24,2020-08-02,1123-28
2189-22-LE20,13203.04,2020-07-08,1124-3
4345-1-L118,1213.24,2018-05-25,1125-49
1057441-64-LE19,15094.08,2019-10-10,1126-83
1057441-64-LE19,1033.7,2019-10-05,1127-78
956-14-R118,2228.65,2018-05-26,1128-39
956-14-R118,11771.85,2018-06-08,1129-52
956-14-R118,4141.15,2018-05-25,1130-38
956-14-R118,483.49,2018-07-14,1131-88
4127-29-LE21,3871.38,2021-12-07,1132-11
4127-29-LE21,531.78,2022-01-08,1133-43
4127-29-LE21,832.16,2022-03-08,1134-102
4127-29-LE21,10093.3,2022-01-28,1135-63
1544-49-L118,1839.54,2018-11-11,1136-52
2086-126-L119,2710.92,2020-03-30,1137-60
1747-4-L120,1936.56,2020-04-18,1138-58
1747-4-L120,485.37,2020-04-03,1139-43
1747-4-L120,249.43,2020-05-03,1140-73
2126-6-LE18,3417.47,2018-04-18,1141-54
2126-6-LE18,3861.58,2018-03-25,1142-30
2126-6-LE18,863.65,2018-05-12,1143-78
2146-55-L118,1388.64,2018-08-20,1144-31
1673-52-R118,2.13,2018-11-09,1145-33
1673-52-R118,1646.44,2019-01-04,1146-89
1673-52-R118,770.48,2018-12-28,1147-82
2080-65-LP19,19051.99,2019-05-29,1148-47
